100 2475
-1
22 34 80
43 17 117
92 16 137
31 40 135
26 90 141
10 74 141
38 81 114
66 81 103
3 5 137
99 36 123
68 95 71
21 20 119
81 99 109
72 46 134
63 72 139
39 58 78
16 66 101
71 37 99
59 92 121
54 62 102
26 0 87
98 99 139
69 95 100
77 80 141
35 27 81
70 28 113
28 31 117
72 59 91
64 80 79
20 33 70
58 56 110
91 21 127
7 99 114
69 3 123
51 71 115
30 75 122
41 51 140
4 94 74
38 65 120
10 100 135
19 0 135
51 86 122
71 90 109
67 51 118
97 72 101
43 17 125
26 87 103
46 40 124
98 2 74
4 95 127
51 45 72
73 93 73
75 86 70
38 78 109
42 54 118
53 86 117
76 44 79
38 60 112
79 42 113
83 93 111
82 48 124
48 50 117
18 5 118
1 19 140
71 72 124
88 61 106
51 24 105
23 89 129
47 95 76
56 66 111
97 8 71
65 21 125
15 21 127
65 11 102
18 13 89
49 98 133
49 72 112
80 8 112
1 57 141
9 30 93
46 5 75
15 0 102
6 82 102
26 99 136
12 4 121
12 80 97
48 92 99
71 79 125
78 83 98
4 97 94
26 3 101
5 77 94
23 57 109
88 68 81
32 92 82
84 50 93
79 26 131
50 89 101
62 30 111
70 35 134
-1
1 0 27
3 1 25
3 2 65
5 0 41
5 1 65
5 2 100
6 0 49
6 1 64
6 3 41
6 5 28
7 1 68
7 2 70
7 5 56
8 0 34
8 3 44
8 4 88
8 6 83
9 0 77
9 4 90
9 5 96
9 7 55
9 8 100
10 2 82
10 4 42
10 8 111
11 0 14
11 2 71
11 4 70
11 5 55
11 7 75
11 9 79
12 0 87
12 4 55
12 7 23
12 9 65
12 10 13
13 1 41
13 4 63
13 5 68
13 6 48
13 7 35
13 8 80
13 9 28
13 10 49
14 2 63
14 4 41
14 6 26
14 8 89
14 9 50
14 11 66
14 13 27
15 5 33
15 6 23
15 10 47
15 12 58
15 13 35
16 1 55
16 4 26
16 5 10
16 9 88
16 10 59
16 11 46
16 12 72
16 14 47
16 15 24
17 0 49
17 2 29
17 3 40
17 4 69
17 6 55
17 11 52
17 12 62
17 15 38
18 0 68
18 1 76
18 6 23
18 8 103
18 9 68
18 10 9
18 12 23
18 13 47
18 14 20
18 15 39
18 17 56
19 0 42
19 3 31
19 4 39
19 6 24
19 9 51
19 10 35
19 11 53
19 12 45
19 14 13
19 15 15
19 16 38
20 0 34
20 1 24
20 2 67
20 5 75
20 6 81
20 9 81
20 15 59
20 16 66
20 17 58
20 18 97
20 19 68
21 0 100
21 1 98
21 4 72
21 5 91
21 9 63
21 10 30
21 11 110
21 14 44
21 19 57
21 20 122
