100 2475
-1
72 7 78
60 21 94
22 54 85
32 2 78
27 57 94
13 75 74
77 61 74
25 40 83
58 40 90
47 32 88
86 3 94
37 32 93
37 39 71
16 92 75
32 89 73
85 94 96
77 17 97
17 53 81
96 29 84
95 40 72
10 30 93
48 7 95
70 64 96
43 67 70
82 54 96
59 98 94
71 87 71
89 64 80
94 27 79
61 72 72
51 72 70
0 49 73
12 92 73
23 37 78
14 2 93
92 26 97
43 51 77
15 84 70
41 32 90
66 88 98
79 6 84
25 7 94
33 24 92
24 47 91
17 23 100
30 12 88
95 44 79
60 57 76
86 16 96
74 2 81
53 29 84
94 87 76
92 58 81
71 64 84
67 25 98
36 18 97
87 47 99
2 71 99
51 40 71
51 27 71
86 61 100
34 23 95
24 14 76
24 37 73
17 67 71
93 45 84
44 82 93
85 33 71
82 80 97
15 2 88
69 7 94
80 92 77
85 50 85
63 59 95
5 59 79
5 99 90
2 81 97
59 4 100
73 21 88
92 36 88
11 92 90
68 84 71
62 100 98
32 19 85
85 12 81
48 5 87
62 50 79
82 42 86
31 25 74
11 75 73
69 50 82
19 95 73
64 14 92
33 72 82
56 72 88
30 85 79
37 91 87
46 33 83
48 70 71
63 47 92
-1
2 1 50
3 0 40
4 1 48
4 2 5
4 3 55
5 0 90
5 1 71
5 2 22
5 4 22
6 0 54
6 5 65
7 1 39
7 3 38
7 5 37
8 0 35
8 2 38
8 3 46
9 1 17
9 4 32
9 5 54
9 8 13
10 6 58
11 1 25
11 4 26
11 6 49
11 7 14
11 8 22
11 9 10
12 1 29
12 2 21
12 3 37
12 5 43
13 1 83
13 3 91
13 10 113
14 2 36
14 4 32
14 5 23
14 7 49
14 9 58
14 11 57
14 12 50
14 13 16
15 2 74
15 5 74
15 7 80
15 10 91
15 12 73
16 0 11
16 1 17
16 2 66
16 3 47
16 6 44
16 8 29
16 9 33
16 10 16
16 12 45
16 14 84
16 15 77
17 1 53
17 2 5
17 3 53
17 4 10
17 6 60
17 12 24
18 0 32
18 1 36
18 4 74
18 5 94
18 6 37
18 13 101
18 14 87
19 2 74
19 4 70
19 7 70
19 8 37
19 10 38
19 13 94
19 14 79
19 16 29
19 18 11
20 0 66
20 1 50
20 2 26
20 3 35
20 4 31
20 6 73
20 9 37
20 10 80
20 11 27
20 12 28
20 13 62
20 14 62
20 17 24
20 19 85
21 2 53
21 4 54
21 6 61
21 8 34
21 10 38
21 11 27
21 14 83
21 15 94
21 16 30
21 19 57
22 3 72
22 4 43
22 5 58
22 6 7
22 8 26
22 9 39
22 11 45
22 13 60
22 14 45
22 20 68
23 0 66
23 7 32
23 9 35
23 10 77
23 11 35
