300 13455
-1
62 36 112
52 50 127
70 82 82
0 58 100
62 24 99
85 57 131
3 60 129
80 78 128
87 23 96
24 82 83
69 65 110
10 82 120
28 96 141
93 15 123
14 46 73
95 30 88
25 90 141
71 80 115
53 98 115
99 1 83
92 49 76
12 38 128
76 53 114
32 74 111
76 23 80
78 4 87
64 44 101
75 29 71
19 32 116
20 95 89
91 82 105
55 89 85
43 15 126
89 6 86
88 38 89
83 85 89
46 50 112
41 76 127
51 5 116
75 23 123
30 18 76
73 45 76
30 55 136
25 30 113
22 95 72
27 97 135
89 72 125
97 75 109
36 70 105
64 78 123
85 16 101
57 5 127
26 33 99
72 17 84
31 11 95
91 17 74
43 4 126
71 56 92
77 79 138
19 15 101
79 27 109
27 84 95
58 85 135
17 10 120
78 100 128
97 8 84
78 44 103
38 63 137
3 54 98
48 26 73
29 78 107
88 55 98
55 51 93
6 34 74
9 63 75
51 90 73
70 33 88
77 45 141
47 71 86
67 63 100
94 46 74
75 66 125
68 55 96
43 94 86
50 3 89
60 56 136
18 70 98
53 30 115
98 78 139
1 18 71
12 21 114
13 8 92
96 92 126
34 25 75
82 53 107
16 58 79
51 57 91
74 13 134
48 84 88
27 0 118
60 26 132
41 36 109
75 14 122
89 23 130
64 100 110
42 37 88
71 25 81
32 10 139
83 11 90
58 69 90
54 71 95
29 64 103
97 94 94
51 20 132
98 23 136
34 10 70
13 69 81
13 31 137
67 71 110
23 41 78
29 29 83
61 50 133
49 54 81
6 7 135
82 69 90
27 55 71
24 46 123
3 28 116
42 25 89
1 99 104
63 7 81
69 89 124
94 100 139
28 53 86
77 63 85
72 89 117
88 79 93
53 74 98
44 69 112
95 56 141
87 41 90
3 78 82
38 1 118
47 99 84
51 32 80
72 81 92
69 40 130
43 64 113
78 88 135
91 37 129
30 6 120
71 92 79
22 47 82
93 36 129
7 59 73
71 17 99
42 22 70
75 52 72
87 73 137
65 92 125
23 10 127
37 82 132
12 72 76
52 34 73
84 85 122
11 6 74
27 4 71
90 19 121
30 49 141
20 81 133
92 23 132
88 11 72
44 5 107
13 31 82
15 35 117
3 84 86
22 50 84
98 72 98
59 70 113
49 74 83
64 70 88
11 71 117
85 71 84
97 21 82
84 56 84
97 2 135
38 73 136
86 48 84
64 45 85
18 21 90
44 92 98
49 44 117
64 5 98
78 71 136
25 28 96
18 37 119
75 96 118
77 80 123
67 76 70
29 5 80
74 49 74
85 25 124
67 64 119
43 19 91
58 90 97
64 60 84
36 82 121
45 91 97
81 53 85
6 47 105
55 73 97
52 26 89
3 30 96
85 9 112
81 39 93
7 83 131
95 13 109
85 91 92
58 51 105
54 45 77
74 59 124
1 73 81
6 6 97
27 24 88
18 31 76
72 5 80
20 42 70
88 13 138
38 33 98
32 62 111
44 69 108
33 69 96
8 53 128
80 9 75
40 9 119
71 35 96
6 20 90
5 93 109
88 17 117
51 84 129
70 70 105
19 55 110
83 23 127
85 37 87
81 67 114
71 45 72
56 7 81
99 44 87
19 68 121
37 62 123
79 34 73
97 80 107
16 82 126
39 49 105
99 85 92
68 79 122
44 73 82
25 54 103
43 72 108
24 50 103
58 97 107
81 32 80
43 5 86
0 34 76
88 57 107
31 33 103
33 51 111
38 14 108
34 18 127
22 94 80
31 28 135
92 48 122
35 49 139
85 40 124
22 80 109
19 67 129
93 2 83
20 15 112
71 23 74
42 90 120
2 62 140
7 54 129
38 65 106
85 25 113
58 10 136
61 89 134
11 67 109
81 91 119
3 6 129
0 38 97
28 66 117
13 79 114
7 49 109
77 25 107
0 29 119
76 84 89
76 84 71
44 18 99
65 62 91
40 52 106
-1
4 0 12
4 1 27
4 3 70
5 4 40
6 0 63
7 0 45
7 1 39
7 3 82
7 4 56
8 2 61
8 3 93
9 2 46
9 6 30
10 3 69
10 5 17
11 0 69
11 3 26
11 5 79
11 6 23
11 9 14
11 10 61
12 1 51
12 3 47
12 7 55
12 8 93
13 0 37
13 10 55
13 11 106
14 1 38
14 4 52
14 11 36
15 1 47
15 5 28
15 6 96
15 7 50
15 10 43
15 12 94
15 14 82
16 2 45
16 3 40
16 11 17
17 4 56
17 6 70
17 7 9
17 15 55
18 0 62
18 4 74
18 6 62
18 7 33
18 15 79
18 16 29
18 17 25
19 4 43
19 7 79
19 8 25
