200 13930
-1
29 52 96
59 45 79
55 85 99
5 86 97
45 96 85
45 31 85
96 89 78
24 95 96
71 46 86
35 28 75
1 35 88
62 10 78
81 44 89
68 77 80
48 69 70
82 32 76
80 85 72
5 18 78
75 82 86
52 16 91
67 17 100
18 37 81
23 17 77
26 20 82
84 0 87
75 92 100
100 10 84
56 49 87
20 21 92
71 87 94
86 7 98
77 11 100
86 86 75
40 9 95
61 46 76
45 28 74
68 27 88
2 53 74
94 92 71
63 19 78
73 67 87
88 38 71
83 69 88
57 25 83
4 61 86
80 27 87
31 90 91
21 6 90
36 63 82
41 55 88
42 21 75
34 9 74
6 90 94
31 6 71
25 11 91
23 40 80
36 57 90
53 48 99
50 48 87
39 62 74
28 26 70
63 8 76
10 74 96
99 87 96
24 22 93
41 84 93
72 2 96
67 82 93
82 8 73
59 13 82
25 17 98
61 70 95
39 41 72
83 5 98
8 18 94
90 90 82
56 33 95
87 12 99
98 71 72
51 3 79
81 14 73
89 43 94
62 36 99
70 100 78
31 48 94
7 19 84
27 25 88
24 60 82
78 82 95
69 88 80
77 43 78
88 35 96
74 49 100
73 10 89
12 36 100
81 38 93
6 37 90
20 56 100
14 25 72
74 53 77
40 63 76
72 41 76
73 84 90
36 42 85
19 30 85
18 58 98
96 26 75
52 45 89
78 78 72
0 38 93
63 78 89
0 85 73
51 69 83
10 31 72
50 31 93
15 41 96
72 38 97
49 21 90
80 57 74
71 44 89
65 97 84
14 80 97
19 58 90
92 45 74
43 13 74
7 78 94
54 59 95
8 98 84
7 95 97
8 99 86
11 76 85
99 94 98
0 22 78
65 12 77
56 48 84
18 67 80
6 50 82
91 87 76
11 8 91
95 19 96
58 26 80
58 83 99
74 17 96
63 78 75
39 19 87
85 11 93
65 73 77
84 42 99
43 17 79
24 3 100
49 2 80
81 15 86
40 96 93
78 58 76
54 92 77
90 43 87
37 42 83
17 61 98
80 68 97
98 99 93
80 52 70
65 99 90
61 31 94
34 13 96
60 24 82
89 81 94
98 48 80
