200 5970
-1
47 80 78
85 65 128
65 53 113
17 61 101
96 94 127
36 38 135
53 19 91
92 64 103
73 52 88
91 50 86
50 80 93
8 47 70
68 94 114
10 28 103
80 20 85
30 46 79
58 57 122
62 18 98
50 50 83
26 66 129
82 61 80
43 65 80
63 24 126
37 98 119
1 80 95
59 69 96
87 89 109
78 70 94
74 16 71
17 28 101
64 72 83
30 41 113
16 4 70
24 6 84
75 24 73
37 88 111
51 20 101
51 96 101
27 29 119
95 34 94
14 36 126
87 46 133
77 18 86
65 12 70
21 0 115
0 73 102
37 37 76
46 80 100
32 33 114
52 40 108
70 26 82
68 88 137
76 96 118
22 54 92
24 85 131
83 77 103
0 8 95
79 94 75
86 19 82
11 4 80
86 9 104
95 81 88
74 36 86
56 93 106
37 23 113
51 56 95
42 80 106
69 27 139
38 82 107
30 17 107
11 62 109
96 91 93
2 76 105
96 28 87
90 48 112
12 46 141
60 84 78
74 62 138
0 92 133
52 60 70
97 56 89
63 9 141
28 85 101
1 43 93
56 37 141
45 5 105
18 68 106
41 80 97
33 93 133
84 72 98
28 30 123
21 80 106
71 70 84
19 100 98
57 43 110
66 23 99
81 10 139
57 13 91
91 62 135
26 43 116
55 4 100
88 93 77
32 5 127
12 21 72
15 35 123
74 84 80
69 5 136
78 72 72
50 64 85
98 91 87
93 100 92
25 30 122
14 22 96
16 91 105
62 43 78
3 99 130
97 45 114
15 39 85
8 94 96
67 89 122
23 95 125
39 31 137
67 31 83
89 83 73
31 31 79
74 2 111
32 40 141
12 40 102
64 6 137
10 0 77
67 29 85
7 62 72
54 3 125
9 29 79
40 3 114
81 100 76
22 58 98
53 4 139
4 24 129
22 59 121
18 48 141
42 50 121
64 64 93
86 65 139
0 62 133
54 57 133
23 66 121
44 54 106
79 24 112
97 89 139
16 19 73
78 20 110
0 69 108
1 62 133
56 27 95
29 78 97
96 86 141
60 82 83
6 12 73
29 47 73
57 15 125
20 45 120
52 82 127
90 2 129
77 62 99
2 34 134
70 20 98
55 61 116
41 18 82
5 54 85
33 90 136
9 73 101
14 78 89
27 27 77
32 44 77
72 58 117
11 83 115
49 37 93
2 47 75
96 17 74
44 73 125
75 83 103
55 41 97
67 98 80
46 4 85
26 49 90
95 64 82
70 23 110
27 34 90
71 23 99
62 17 93
72 40 136
48 35 110
58 98 89
56 35 74
14 84 77
46 42 95
1 17 84
44 38 140
25 9 132
-1
2 1 23
3 2 48
4 0 50
5 0 43
5 1 55
6 3 55
7 3 75
8 1 17
9 0 53
9 6 49
10 0 3
10 5 44
10 7 44
10 8 36
11 1 79
11 2 57
11 3 16
11 10 53
12 1 33
12 5 64
12 6 76
12 10 22
13 1 83
13 8 67
13 9 83
14 3 75
14 9 31
15 3 19
15 6 35
15 7 64
15 8 43
15 12 61
15 13 26
15 14 56
16 9 33
16 10 24
16 13 56
17 0 63
17 2 35
17 3 62
17 5 32
17 6 9
17 10 63
17 11 61
17 12 76
17 15 42
17 16 39
18 1 38
18 3 34
18 4 63
18 11 42
18 16 10
19 0 25
19 2 41
19 3 10
19 4 75
19 10 27
19 14 70
19 18 28
20 2 18
20 4 35
20 9 14
20 10 37
20 13 79
20 15 54
20 17 47
21 0 15
21 1 42
21 2 25
21 6 47
21 10 16
21 12 38
21 15 23
21 18 16
22 0 58
22 5 30
22 6 11
22 14 17
22 15 39
22 18 29
23 3 42
23 7 64
23 13 75
23 17 83
23 20 58
24 1 85
24 8 77
24 11 33
24 12 68
24 13 52
24 15 44
24 17 86
24 18 57
25 3 42
25 4 44
25 10 14
25 16 12
26 1 24
26 5 72
26 6 77
26 8 39
26 10 38
26 11 89
26 13 98
26 14 69
26 15 71
26 18 53
26 20 28
26 21 50
26 24 86
26 25 34
27 3 61
27 12 26
27 13 79
27 18 34
27 20 9
27 26 21
28 0 69
28 4 81
28 10 68
28 14 7
28 18 41
28 21 57
28 25 55
29 4 102
29 6 37
29 8 60
29 9 77
29 11 21
29 12 83
29 13 7
29 15 22
29 16 50
29 17 46
29 22 46
29 25 58
30 3 48
30 8 21
30 10 16
30 13 69
30 14 54
30 15 42
30 16 16
30 20 21
30 21 22
30 22 48
30 29 64
31 1 60
31 5 6
31 6 31
31 9 61
31 12 65
31 13 23
31 15 5
31 17 39
31 18 21
31 20 55
31 22 37
31 27 56
32 0 82
32 2 69
32 3 57
32 7 96
32 11 43
32 13 24
32 20 87
32 21 66
32 26 110
32 27 90
32 30 83
33 2 62
33 3 55
33 5 34
33 7 89
33 9 80
33 10 78
33 13 26
33 14 57
33 22 42
33 24 77
33 26 104
33 28 50
33 31 35
34 4 73
34 8 28
34 9 30
34 10 61
34 13 65
34 18 36
34 19 64
34 21 52
34 25 47
34 29 58
34 30 49
34 32 62
35 10 15
35 16 37
35 17 74
35 22 69
35 26 50
36 6 2
36 8 38
36 9 50
36 13 41
36 15 33
36 16 37
36 17 11
36 20 51
36 21 45
36 24 78
36 25 49
36 28 23
