100 2475
-1
54 69 124
69 89 130
39 42 140
62 60 137
46 57 71
90 57 109
89 73 81
82 69 135
68 9 84
56 97 129
73 15 117
53 82 136
24 32 74
60 45 126
58 90 77
74 39 75
10 30 89
25 3 97
57 76 125
37 66 75
74 66 139
79 90 109
12 18 103
65 89 100
71 89 72
47 91 126
21 67 139
17 97 105
73 17 92
70 83 122
75 51 135
0 6 91
41 39 103
97 73 120
3 39 100
46 5 108
97 50 106
60 38 106
77 18 126
89 97 130
36 80 129
30 40 126
77 12 117
37 6 119
25 85 105
12 54 103
93 75 124
89 34 84
36 41 102
93 88 140
35 32 110
87 2 86
16 21 129
15 32 110
65 68 88
64 86 137
97 5 110
66 46 77
35 91 102
46 59 80
33 2 110
0 21 140
40 49 102
35 60 135
5 64 77
12 89 136
49 77 83
52 83 120
66 31 89
2 26 136
73 57 71
46 99 121
23 40 93
8 54 110
53 75 97
63 22 95
26 25 82
88 13 124
93 20 110
42 84 100
90 1 129
34 23 138
46 38 111
45 34 99
34 50 95
11 52 84
71 99 79
100 91 108
99 61 117
16 52 135
11 25 104
46 24 75
12 44 99
35 85 116
4 41 113
54 4 131
60 48 129
39 84 101
30 73 125
72 25 128
-1
3 0 12
3 2 29
4 0 14
4 3 16
5 0 37
5 2 53
5 3 28
5 4 44
6 1 25
6 2 58
7 0 28
7 1 23
7 2 50
8 0 61
8 1 80
8 3 51
8 6 67
8 7 61
9 0 28
9 3 37
9 4 41
9 7 38
9 8 88
10 2 43
10 3 46
10 8 7
10 9 83
11 0 13
11 1 17
11 3 23
11 4 25
11 7 31
11 9 15
11 10 69
12 0 47
12 1 72
12 2 18
12 3 47
12 8 49
12 10 51
13 1 44
13 3 15
13 4 18
13 5 32
13 6 40
13 7 32
13 10 32
13 11 37
14 0 21
14 1 11
14 5 45
14 6 35
14 7 31
14 10 76
14 13 45
15 1 50
15 4 33
15 7 31
15 8 30
15 11 47
15 12 50
15 13 15
15 14 53
16 4 45
16 6 89
16 7 81
16 10 64
16 11 67
17 1 96
17 2 41
17 4 57
17 5 84
17 11 83
17 13 54
17 14 93
18 0 7
18 1 17
18 4 21
18 7 25
18 8 67
18 14 14
18 15 40
19 1 39
19 2 24
19 8 64
19 9 36
19 10 62
19 13 31
19 15 45
19 17 64
20 3 13
20 5 18
20 7 8
20 9 35
20 10 51
20 16 73
20 17 79
20 18 19
20 19 37
21 1 10
21 2 62
21 4 46
21 5 34
21 8 81
21 11 27
21 13 48
21 14 21
21 17 102
21 19 48
21 20 24
22 0 66
22 3 65
22 5 87
22 6 94
22 7 86
22 8 56
22 9 90
22 10 61
22 11 76
22 12 18
22 14 85
22 20 78
22 21 98
23 1 4
23 4 37
23 5 40
23 6 28
23 8 80
23 9 12
23 13 44
23 14 7
23 15 50
23 16 80
23 18 15
23 19 36
23 20 24
23 21 14
24 1 2
24 4 40
24 5 37
24 6 24
24 8 80
24 9 17
24 10 74
24 11 19
24 14 13
24 18 19
24 19 41
24 23 6
25 0 23
25 4 34
25 5 54
25 7 41
25 8 84
25 9 10
25 10 80
25 11 10
25 12 63
25 14 11
25 17 90
25 18 18
25 21 32
26 0 33
26 2 30
26 3 41
26 4 26
26 7 61
26 9 46
26 11 35
