100 2475
-1
40 91 85
45 47 74
90 3 97
13 54 95
83 32 96
20 91 76
83 90 89
24 4 95
48 95 84
69 5 87
65 20 99
75 52 70
70 16 74
99 7 96
91 20 99
7 96 89
39 49 70
97 5 74
95 95 94
7 47 97
68 70 76
52 68 98
29 52 100
28 70 81
74 85 81
94 14 71
98 39 72
76 8 99
36 23 97
10 73 83
26 72 91
87 0 88
70 41 99
82 38 84
31 38 89
63 53 92
33 73 91
5 66 83
45 35 85
45 46 78
83 60 75
47 68 77
93 82 93
20 89 82
75 58 82
23 91 100
13 19 81
29 67 80
100 1 82
97 98 97
73 37 82
5 33 88
59 23 99
49 8 96
14 91 77
39 70 70
18 33 96
62 43 78
33 98 86
5 60 94
30 41 100
48 92 86
32 95 86
3 58 78
61 40 95
49 11 70
81 18 82
68 19 78
70 82 81
57 2 83
36 97 90
57 10 84
72 18 97
5 92 98
38 71 76
28 45 79
5 21 84
12 77 79
46 82 98
24 90 84
12 18 86
69 81 91
99 4 71
98 74 95
98 89 80
18 3 80
9 29 73
11 97 85
36 31 76
71 68 89
64 33 82
78 98 96
11 3 90
71 13 84
51 52 90
63 51 86
20 49 70
48 54 86
57 86 77
13 1 70
-1
2 0 101
5 2 112
5 4 86
6 0 43
6 2 87
7 1 47
7 2 66
7 3 51
7 4 65
7 5 87
8 0 8
8 3 53
8 4 72
8 5 28
9 0 90
9 3 74
9 4 30
9 7 45
9 8 92
10 0 75
10 1 33
10 3 62
10 8 76
11 1 30
11 2 51
11 5 67
11 6 38
11 8 50
11 9 47
11 10 33
12 0 80
12 2 23
12 3 68
12 4 20
12 5 90
12 9 11
12 10 6
12 11 36
13 0 102
13 1 67
13 2 9
13 4 29
13 10 36
13 12 30
14 0 87
14 2 17
14 3 85
14 6 70
14 8 86
14 10 26
14 12 21
15 1 62
15 2 124
15 3 42
15 5 13
15 7 93
15 8 41
15 9 110
15 10 95
15 11 80
15 12 101
15 13 128
15 14 113
16 0 42
16 2 68
16 3 26
16 5 46
16 6 60
16 8 46
16 10 38
16 12 45
16 13 73
16 15 56
17 1 66
17 2 7
17 4 30
17 6 86
17 9 28
17 10 35
17 11 51
17 13 2
17 15 127
18 1 69
18 6 13
18 8 47
18 11 47
18 13 88
18 14 75
18 15 88
19 0 55
19 2 93
19 4 77
19 5 45
19 6 87
19 8 63
19 9 74
19 11 68
19 13 100
19 14 88
19 15 49
19 18 100
20 0 35
20 1 32
20 6 25
20 7 79
20 17 71
21 0 25
21 1 22
21 2 75
21 4 47
21 7 69
21 9 65
21 11 28
21 13 77
21 14 61
21 19 49
21 20 16
22 1 16
22 2 78
22 5 40
22 10 48
22 11 46
22 12 54
22 14 69
22 15 49
22 16 10
22 17 82
22 18 78
22 19 22
23 1 28
23 3 21
23 4 66
23 10 62
23 14 80
23 16 23
23 17 94
23 18 71
23 21 24
23 22 18
24 0 34
24 1 47
24 3 68
24 4 53
24 5 54
24 6 10
24 7 95
24 8 27
24 9 80
24 15 67
24 16 50
24 17 83
24 19 77
24 21 27
25 1 59
25 2 11
25 4 21
25 5 106
25 6 76
25 8 93
25 9 26
25 10 29
25 12 24
25 14 6
25 17 9
25 18 81
25 19 93
25 22 75
26 0 77
26 4 16
26 5 93
26 6 53
26 7 81
26 8 75
26 9 44
26 10 38
26 12 36
26 13 32
26 15 107
26 16 59
26 17 34
26 20 43
26 21 54
27 0 90
27 4 25
27 7 52
27 9 7
27 10 16
27 11 44
27 13 23
27 18 89
27 20 62
27 22 64
27 23 78
28 0 68
28 1 25
28 2 57
28 3 38
28 5 69
28 6 81
28 7 22
28 8 72
28 9 37
28 10 29
28 11 48
28 13 65
28 14 55
28 15 78
28 16 26
28 17 63
28 18 93
28 22 29
28 24 72
28 27 42
29 1 43
29 4 83
29 6 74
29 7 70
29 9 90
29 11 68
29 12 82
29 14 96
29 16 37
29 17 110
29 19 26
29 20 58
29 23 18
29 24 65
29 26 94
29 27 92
29 28 56
30 0 23
30 2 94
30 3 22
30 4 69
30 6 59
30 8 31
30 9 79
30 10 65
30 12 71
30 14 83
30 15 30
30 16 26
30 20 42
30 21 26
30 24 49
30 25 89
30 28 50
30 29 16
31 0 102
31 2 4
31 3 91
31 5 113
31 6 90
31 8 102
31 9 18
31 10 29
31 13 13
31 16 68
31 17 11
31 18 95
31 19 92
31 20 72
31 21 76
31 23 91
31 24 85
31 30 94
32 0 58
32 3 58
32 4 15
32 5 70
32 6 50
32 7 59
32 9 36
32 10 21
32 11 12
32 13 44
32 14 29
32 17 45
32 18 59
32 20 29
32 26 28
32 29 68
32 30 53
32 31 44
33 2 35
33 4 6
33 5 81
33 11 15
33 12 25
33 17 36
33 20 34
33 24 47
33 25 26
33 28 48
33 30 65
33 31 38
34 2 68
34 3 24
34 4 52
34 6 73
34 7 34
34 8 59
34 9 50
34 10 38
34 13 74
34 14 62
34 15 62
34 18 85
34 19 25
34 24 63
34 26 67
34 28 15
34 29 40
34 31 67
34 32 39
34 33 51
35 0 44
35 1 18
35 6 42
35 7 62
35 12 37
35 20 17
35 21 18
35 23 38
35 24 33
35 25 49
35 27 46
35 28 40
36 1 28
36 3 27
36 4 64
36 5 22
36 7 69
36 8 26
36 9 76
36 10 61
36 11 46
36 15 34
36 16 24
36 18 65
36 20 35
36 21 19
36 22 21
36 27 77
36 28 50
36 29 23
36 31 90
36 32 48
36 33 60
36 34 35
37 2 105
37 4 85
37 6 81
37 7 64
37 8 51
37 9 88
37 13 110
37 16 38
37 17 110
37 19 19
37 23 23
37 24 71
37 27 91
37 30 21
37 31 105
37 34 38
37 35 59
38 0 56
38 1 12
